Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU81760,91.23,Available,34,3101.82,Unknown,48,3,18,1,Carrier A,12.41,Supplier 4,Mumbai,20,144,5,4642.74,Fail,0.1,Road,Route A,453.82
cosmetics,SKU54750,32.42,Available,65,2107.3,Non-binary,50,3,12,1,Carrier A,38.33,Supplier 5,Bangalore,17,517,5,3547.81,Fail,0.01,Rail,Route A,135.16
skincare,SKU95715,97.22,Available,2,194.44,Male,5,9,9,3,Carrier B,42.46,Supplier 1,Mumbai,24,857,9,809.91,Fail,0.01,Air,Route C,691.19
skincare,SKU96196,51.73,Out of Stock,98,5069.54,Male,24,2,16,4,Carrier B,28.69,Supplier 3,Bangalore,13,235,11,2107.08,Fail,0.04,Rail,Route C,278.85
haircare,SKU20923,58.05,Out of Stock,57,3308.85,Male,41,2,15,4,Carrier C,18.01,Supplier 5,Kolkata,20,460,3,1372.39,Fail,0.1,Sea,Route C,720.25
skincare,SKU47983,93.45,Out of Stock,15,1401.75,Male,4,6,8,3,Carrier B,21.35,Supplier 3,Bangalore,24,178,14,4580.79,Pass,0.03,Air,Route C,670.04
skincare,SKU52921,72.6,Available,54,3920.4,Male,28,5,14,3,Carrier A,39.96,Supplier 5,Chennai,22,739,9,2961.55,Fail,0.09,Rail,Route B,780.61
skincare,SKU88472,79.95,Available,84,6715.8,Female,9,10,13,4,Carrier A,48.41,Supplier 5,Bangalore,13,585,5,2961.93,Fail,0.05,Air,Route A,487.3
skincare,SKU18189,58.79,Out of Stock,71,4174.09,Female,32,7,17,5,Carrier C,47.74,Supplier 5,Mumbai,1,726,21,4778.1,Pass,0.09,Air,Route B,589.85
haircare,SKU29275,35.79,Available,59,2111.61,Male,23,10,3,5,Carrier C,34.99,Supplier 3,Bangalore,22,196,13,2431.04,Fail,0.05,Air,Route A,604.9
skincare,SKU93426,64.82,Out of Stock,68,4407.76,Female,28,7,1,2,Carrier B,31.37,Supplier 2,Mumbai,28,367,12,4598.4,Fail,0.02,Road,Route B,112.7
skincare,SKU27358,91.95,Out of Stock,35,3218.25,Male,9,9,12,3,Carrier C,8.32,Supplier 3,Chennai,23,196,12,4690.84,Fail,0.08,Sea,Route B,407.75
skincare,SKU49647,30.02,Out of Stock,54,1621.08,Male,10,8,18,1,Carrier C,21.66,Supplier 1,Mumbai,16,532,10,1622.66,Fail,0.1,Road,Route C,170.32
haircare,SKU65234,99.8,Out of Stock,65,6487.0,Female,48,9,14,2,Carrier A,24.75,Supplier 3,Bangalore,10,924,5,1474.35,Pass,0.09,Rail,Route C,370.7
cosmetics,SKU69962,71.27,Out of Stock,95,6770.65,Female,14,10,4,3,Carrier C,10.17,Supplier 5,Mumbai,8,920,7,4494.01,Pass,0.07,Air,Route A,319.51
haircare,SKU15138,21.73,Available,85,1847.05,Unknown,14,8,16,4,Carrier B,29.77,Supplier 5,Kolkata,20,392,2,3995.65,Fail,0.03,Road,Route C,117.33
haircare,SKU85677,26.92,Available,96,2584.32,Non-binary,47,10,10,5,Carrier C,42.74,Supplier 4,Bangalore,21,228,25,3903.62,Pass,0.09,Road,Route C,382.07
cosmetics,SKU53300,72.92,Available,29,2114.68,Male,11,1,12,4,Carrier A,16.29,Supplier 3,Kolkata,15,695,17,2177.14,Pass,0.04,Sea,Route A,385.34
cosmetics,SKU49178,91.83,Available,29,2663.07,Female,18,5,16,2,Carrier B,21.54,Supplier 1,Bangalore,5,241,25,2117.32,Fail,0.04,Rail,Route A,986.47
haircare,SKU98633,97.94,Available,47,4603.18,Non-binary,47,3,20,3,Carrier B,45.19,Supplier 4,Mumbai,12,907,1,3336.11,Fail,0.04,Rail,Route B,113.04
cosmetics,SKU13766,62.97,Out of Stock,18,1133.46,Female,36,2,16,3,Carrier A,45.65,Supplier 1,Bangalore,28,332,3,3946.43,Pass,0.07,Rail,Route B,900.21
cosmetics,SKU99351,84.28,Available,2,168.56,Non-binary,17,2,13,4,Carrier B,29.04,Supplier 5,Bangalore,14,441,7,2714.4,Pass,0.04,Road,Route C,376.37
cosmetics,SKU83313,15.54,Available,50,777.0,Non-binary,1,4,14,1,Carrier B,25.33,Supplier 4,Bangalore,12,945,23,4583.88,Pass,0.03,Rail,Route B,332.95
cosmetics,SKU50156,44.05,Available,49,2158.45,Female,35,8,16,5,Carrier B,48.13,Supplier 1,Kolkata,11,992,13,1654.77,Fail,0.05,Rail,Route C,637.8
haircare,SKU92570,24.43,Available,62,1514.66,Male,12,10,18,4,Carrier B,39.19,Supplier 2,Mumbai,2,267,10,2713.45,Pass,0.02,Rail,Route B,612.57
skincare,SKU46607,97.84,Out of Stock,33,3228.72,Male,16,8,14,3,Carrier B,30.59,Supplier 2,Kolkata,30,730,18,3627.13,Pass,0.08,Road,Route C,510.69
haircare,SKU41075,49.56,Out of Stock,35,1734.6,Unknown,7,3,6,5,Carrier C,16.48,Supplier 1,Mumbai,28,726,22,3899.84,Fail,0.08,Air,Route B,447.68
cosmetics,SKU86621,83.54,Available,30,2506.2,Non-binary,2,7,3,4,Carrier B,30.6,Supplier 1,Bangalore,14,79,12,4335.44,Fail,0.05,Road,Route C,546.66
skincare,SKU24440,61.77,Available,88,5435.76,Unknown,11,10,20,1,Carrier C,12.74,Supplier 1,Bangalore,25,272,1,4167.02,Pass,0.09,Air,Route C,176.87
haircare,SKU26833,54.38,Available,38,2066.44,Male,22,4,20,4,Carrier B,15.65,Supplier 1,Kolkata,27,583,6,1579.93,Fail,0.03,Road,Route A,611.88
skincare,SKU35044,22.91,Out of Stock,40,916.4,Unknown,26,2,7,5,Carrier A,47.02,Supplier 2,Kolkata,25,790,10,2607.0,Fail,0.03,Sea,Route C,581.2
skincare,SKU87146,66.44,Available,3,199.32,Unknown,39,7,11,2,Carrier C,25.05,Supplier 5,Bangalore,18,737,13,4944.01,Pass,0.02,Air,Route C,951.08
haircare,SKU58525,25.61,Out of Stock,40,1024.4,Non-binary,31,10,5,5,Carrier C,27.09,Supplier 1,Chennai,1,295,21,4755.3,Fail,0.07,Sea,Route C,637.35
cosmetics,SKU78858,39.59,Out of Stock,17,673.03,Male,29,10,9,5,Carrier B,11.98,Supplier 3,Chennai,3,730,8,4190.81,Pass,0.02,Rail,Route C,996.41
haircare,SKU23174,31.91,Available,78,2488.98,Female,13,8,18,4,Carrier C,45.18,Supplier 3,Kolkata,17,184,20,3675.05,Pass,0.06,Air,Route C,793.83
cosmetics,SKU70837,62.82,Available,1,62.82,Female,34,8,20,3,Carrier A,25.06,Supplier 1,Mumbai,5,179,21,2216.79,Pass,0.07,Rail,Route C,165.2
cosmetics,SKU62130,25.36,Available,22,557.92,Unknown,49,7,6,3,Carrier A,27.64,Supplier 2,Kolkata,19,815,12,3755.72,Fail,0.07,Air,Route A,475.63
haircare,SKU82006,98.77,Available,66,6518.82,Non-binary,18,7,4,1,Carrier C,9.48,Supplier 5,Bangalore,25,800,23,3941.6,Fail,0.07,Rail,Route C,925.82
cosmetics,SKU12356,56.34,Available,84,4732.56,Non-binary,6,2,8,5,Carrier C,49.82,Supplier 5,Mumbai,11,554,7,616.99,Pass,0.07,Road,Route A,901.8
skincare,SKU38061,45.55,Available,71,3234.05,Unknown,37,8,17,1,Carrier C,38.48,Supplier 2,Kolkata,15,930,9,3505.08,Fail,0.07,Road,Route A,591.38
haircare,SKU69334,37.39,Available,67,2505.13,Unknown,2,3,5,1,Carrier C,6.87,Supplier 5,Kolkata,26,996,6,3128.34,Fail,0.02,Sea,Route A,558.62
haircare,SKU85884,37.89,Available,43,1629.27,Male,31,2,11,1,Carrier B,38.04,Supplier 4,Bangalore,5,461,17,1238.62,Pass,0.09,Sea,Route B,510.92
skincare,SKU70744,60.88,Available,54,3287.52,Male,14,3,19,4,Carrier A,9.97,Supplier 5,Mumbai,30,195,22,3565.78,Pass,0.07,Sea,Route A,727.53
cosmetics,SKU73809,45.9,Out of Stock,70,3213.0,Non-binary,36,10,8,4,Carrier A,25.48,Supplier 1,Bangalore,16,821,22,2128.33,Fail,0.05,Air,Route C,775.56
haircare,SKU71286,20.53,Available,26,533.78,Female,3,1,3,1,Carrier C,41.49,Supplier 1,Mumbai,25,291,9,4567.5,Pass,0.07,Rail,Route B,110.56
cosmetics,SKU34796,33.33,Available,5,166.65,Female,48,3,6,4,Carrier B,27.79,Supplier 2,Bangalore,11,997,16,1466.56,Fail,0.02,Rail,Route C,578.47
skincare,SKU13621,56.77,Out of Stock,92,5222.84,Male,17,9,16,2,Carrier C,24.21,Supplier 3,Mumbai,26,245,2,1414.82,Fail,0.02,Air,Route B,486.27
skincare,SKU83730,61.95,Available,15,929.25,Non-binary,7,4,11,5,Carrier A,35.42,Supplier 5,Mumbai,26,214,14,2248.38,Fail,0.02,Sea,Route C,646.21
haircare,SKU48958,47.87,Out of Stock,33,1579.71,Female,28,7,10,3,Carrier B,27.38,Supplier 3,Kolkata,30,342,13,4944.83,Pass,0.09,Rail,Route B,403.39
haircare,SKU43073,99.05,Available,60,5943.0,Male,29,7,4,1,Carrier A,42.13,Supplier 2,Chennai,11,575,5,4013.72,Fail,0.04,Sea,Route B,724.45
haircare,SKU59888,79.6,Available,50,3980.0,Male,15,3,10,1,Carrier C,15.02,Supplier 5,Bangalore,26,706,19,1918.75,Fail,0.04,Road,Route A,447.46
haircare,SKU75949,26.87,Available,77,2068.99,Non-binary,43,3,19,3,Carrier B,6.76,Supplier 3,Chennai,29,980,4,2438.41,Pass,0.04,Road,Route C,843.55
cosmetics,SKU10639,31.86,Available,17,541.62,Non-binary,47,10,7,4,Carrier B,12.14,Supplier 3,Mumbai,26,186,22,4448.23,Fail,0.03,Sea,Route A,686.78
cosmetics,SKU83589,24.01,Out of Stock,98,2352.98,Non-binary,49,7,6,3,Carrier A,5.53,Supplier 1,Bangalore,19,750,12,1906.16,Pass,0.05,Air,Route C,403.97
cosmetics,SKU13971,60.36,Out of Stock,4,241.44,Female,15,3,4,1,Carrier B,49.22,Supplier 4,Kolkata,25,116,23,2879.01,Pass,0.03,Sea,Route B,516.57
cosmetics,SKU57781,89.44,Out of Stock,99,8854.56,Non-binary,11,10,5,4,Carrier B,9.08,Supplier 4,Mumbai,1,606,17,3543.11,Pass,0.09,Rail,Route B,446.52
haircare,SKU45229,98.11,Available,99,9712.89,Non-binary,5,5,11,1,Carrier A,26.99,Supplier 5,Chennai,6,719,21,4687.8,Fail,0.08,Air,Route B,798.92
skincare,SKU73589,12.94,Out of Stock,94,1216.36,Non-binary,43,5,9,3,Carrier A,29.78,Supplier 2,Kolkata,4,199,17,4930.99,Fail,0.04,Air,Route B,821.1
cosmetics,SKU79934,22.88,Out of Stock,89,2036.32,Male,19,8,8,2,Carrier A,38.88,Supplier 2,Bangalore,6,463,2,4034.24,Pass,0.03,Road,Route A,576.44
haircare,SKU49011,18.45,Out of Stock,55,1014.75,Non-binary,20,3,1,3,Carrier C,18.82,Supplier 1,Chennai,27,283,19,2900.46,Pass,0.02,Sea,Route C,904.01
cosmetics,SKU58558,57.63,Available,64,3688.32,Unknown,40,4,7,5,Carrier A,15.58,Supplier 3,Bangalore,9,128,20,3389.16,Pass,0.02,Air,Route C,996.6
cosmetics,SKU79289,37.78,Out of Stock,84,3173.52,Male,42,7,8,2,Carrier B,25.91,Supplier 4,Bangalore,5,431,10,949.91,Pass,0.05,Road,Route C,663.95
haircare,SKU99290,90.51,Out of Stock,67,6064.17,Female,11,10,4,4,Carrier B,13.75,Supplier 1,Mumbai,21,523,22,1867.84,Pass,0.09,Rail,Route C,287.99
cosmetics,SKU92453,97.71,Out of Stock,73,7132.83,Non-binary,38,10,2,3,Carrier A,23.51,Supplier 5,Chennai,5,637,18,2480.86,Fail,0.08,Air,Route B,546.81
cosmetics,SKU15267,46.93,Out of Stock,79,3707.47,Unknown,41,5,3,4,Carrier B,15.03,Supplier 5,Mumbai,28,662,2,4137.44,Fail,0.09,Rail,Route B,555.05
haircare,SKU96363,76.3,Available,89,6790.7,Female,13,5,2,1,Carrier B,47.22,Supplier 3,Bangalore,20,428,3,4293.95,Pass,0.06,Road,Route A,585.48
haircare,SKU75878,73.89,Available,40,2955.6,Unknown,30,7,9,4,Carrier B,35.98,Supplier 5,Mumbai,10,310,24,687.72,Fail,0.05,Rail,Route B,294.16
cosmetics,SKU50122,16.97,Available,3,50.91,Female,39,7,14,4,Carrier C,41.58,Supplier 4,Chennai,14,775,23,2127.84,Pass,0.02,Air,Route C,739.98
haircare,SKU55091,74.98,Available,43,3224.14,Non-binary,50,10,10,1,Carrier A,28.38,Supplier 5,Kolkata,10,144,9,2928.62,Fail,0.05,Air,Route A,337.94
cosmetics,SKU61943,61.67,Available,16,986.72,Non-binary,21,6,7,4,Carrier B,8.92,Supplier 1,Bangalore,11,486,15,4472.32,Fail,0.05,Sea,Route C,983.06
skincare,SKU71320,63.39,Out of Stock,16,1014.24,Female,7,9,7,5,Carrier A,29.88,Supplier 3,Chennai,21,706,14,372.96,Fail,0.09,Air,Route C,756.69
cosmetics,SKU24609,74.73,Out of Stock,40,2989.2,Non-binary,5,5,13,3,Carrier A,34.15,Supplier 1,Mumbai,3,356,9,1132.47,Pass,0.03,Rail,Route B,402.39
haircare,SKU75195,26.14,Out of Stock,46,1202.44,Male,15,9,11,1,Carrier C,9.4,Supplier 1,Bangalore,3,185,11,719.81,Fail,0.05,Road,Route A,454.04
haircare,SKU11761,15.33,Out of Stock,71,1088.43,Male,39,5,18,3,Carrier C,7.71,Supplier 4,Bangalore,22,425,17,4306.26,Fail,0.07,Sea,Route B,212.36
skincare,SKU37738,75.72,Available,81,6133.32,Male,24,2,20,3,Carrier C,23.19,Supplier 3,Mumbai,11,997,11,1899.56,Pass,0.07,Air,Route A,177.2
cosmetics,SKU96243,26.03,Out of Stock,53,1379.59,Female,16,7,1,3,Carrier A,42.19,Supplier 1,Mumbai,24,498,16,4059.6,Fail,0.05,Rail,Route A,222.51
cosmetics,SKU93030,24.08,Out of Stock,28,674.24,Male,18,9,20,4,Carrier C,43.85,Supplier 4,Mumbai,12,357,13,1372.05,Fail,0.07,Air,Route A,918.74
cosmetics,SKU89553,52.68,Out of Stock,66,3476.88,Female,44,4,16,5,Carrier B,22.33,Supplier 2,Mumbai,2,597,10,2010.25,Fail,0.07,Road,Route A,863.01
cosmetics,SKU27926,56.85,Available,31,1762.35,Unknown,15,7,20,5,Carrier C,16.09,Supplier 1,Mumbai,26,225,23,1554.56,Fail,0.02,Rail,Route C,837.52
haircare,SKU88218,89.19,Available,11,981.09,Non-binary,20,3,1,5,Carrier A,36.26,Supplier 5,Bangalore,5,282,22,2695.89,Pass,0.07,Road,Route B,181.43
skincare,SKU75974,50.4,Available,56,2822.4,Unknown,42,1,8,4,Carrier B,34.21,Supplier 1,Bangalore,2,760,4,1610.83,Fail,0.08,Rail,Route C,868.45
skincare,SKU32378,27.06,Available,69,1867.14,Unknown,26,9,17,4,Carrier C,21.43,Supplier 1,Bangalore,7,508,13,3865.28,Pass,0.1,Road,Route A,559.56
haircare,SKU87362,73.27,Available,56,4103.12,Female,18,6,4,1,Carrier B,42.52,Supplier 2,Chennai,12,741,7,1267.8,Fail,0.05,Sea,Route C,942.84
skincare,SKU58038,40.12,Available,27,1083.24,Female,30,7,16,5,Carrier B,7.42,Supplier 1,Chennai,25,770,5,4573.23,Fail,0.04,Air,Route B,789.92
cosmetics,SKU50190,20.52,Out of Stock,90,1846.8,Non-binary,12,6,11,4,Carrier A,26.27,Supplier 5,Mumbai,2,240,6,2702.15,Pass,0.05,Air,Route A,101.39
cosmetics,SKU41225,24.11,Available,25,602.75,Unknown,12,9,19,5,Carrier A,28.66,Supplier 2,Mumbai,18,567,2,4270.78,Fail,0.06,Road,Route A,743.58
skincare,SKU19807,45.21,Out of Stock,57,2576.97,Female,27,1,11,2,Carrier A,49.38,Supplier 5,Chennai,5,977,9,3313.11,Fail,0.05,Air,Route C,602.0
haircare,SKU27014,11.76,Out of Stock,22,258.72,Female,8,6,10,2,Carrier A,33.04,Supplier 5,Kolkata,11,769,2,3555.62,Pass,0.08,Rail,Route C,443.09
skincare,SKU78895,27.32,Available,18,491.76,Female,11,4,20,1,Carrier C,31.92,Supplier 2,Chennai,28,734,20,2806.35,Pass,0.1,Rail,Route A,275.2
haircare,SKU65363,58.69,Out of Stock,71,4166.99,Male,20,7,14,5,Carrier B,15.92,Supplier 4,Kolkata,13,551,11,4778.62,Fail,0.08,Air,Route C,427.25
haircare,SKU70781,36.37,Out of Stock,2,72.74,Male,24,7,8,2,Carrier B,28.39,Supplier 4,Chennai,1,188,19,2018.87,Pass,0.1,Air,Route C,670.93
skincare,SKU64003,70.67,Out of Stock,69,4876.23,Female,14,7,19,2,Carrier C,29.75,Supplier 4,Chennai,13,310,4,3184.49,Fail,0.06,Air,Route A,850.31
cosmetics,SKU86947,20.65,Available,37,764.05,Unknown,15,2,11,4,Carrier B,41.63,Supplier 3,Chennai,6,687,9,4524.56,Fail,0.09,Sea,Route C,389.9
skincare,SKU42831,61.39,Out of Stock,59,3622.01,Non-binary,22,2,7,1,Carrier A,31.98,Supplier 1,Bangalore,6,350,7,2820.12,Pass,0.09,Sea,Route A,359.85
cosmetics,SKU29106,70.6,Out of Stock,83,5859.8,Male,38,9,10,1,Carrier B,7.73,Supplier 3,Chennai,3,127,20,791.07,Pass,0.1,Road,Route C,679.09
cosmetics,SKU78013,38.28,Available,52,1990.56,Male,29,8,10,5,Carrier B,32.86,Supplier 3,Chennai,10,930,17,2316.16,Fail,0.09,Sea,Route A,518.66
haircare,SKU94036,27.07,Out of Stock,94,2544.58,Unknown,2,2,2,3,Carrier C,24.4,Supplier 3,Chennai,14,903,14,105.92,Pass,0.01,Rail,Route B,546.72
haircare,SKU48914,52.31,Out of Stock,16,836.96,Male,25,9,15,3,Carrier C,48.21,Supplier 3,Mumbai,14,346,16,3430.12,Pass,0.04,Road,Route A,116.16
skincare,SKU86214,90.68,Out of Stock,22,1994.96,Unknown,39,5,5,1,Carrier C,45.0,Supplier 5,Bangalore,14,882,8,4920.47,Pass,0.09,Rail,Route A,924.17
cosmetics,SKU73644,89.03,Out of Stock,71,6321.13,Female,36,4,10,3,Carrier B,35.74,Supplier 3,Chennai,25,673,24,3670.71,Pass,0.1,Sea,Route C,227.56
skincare,SKU95041,82.15,Out of Stock,77,6325.55,Female,10,1,8,4,Carrier A,17.26,Supplier 3,Bangalore,19,611,13,2951.27,Pass,0.06,Road,Route A,962.15
cosmetics,SKU33917,49.45,Out of Stock,65,3214.25,Male,21,8,17,5,Carrier B,9.72,Supplier 2,Mumbai,14,975,23,235.12,Fail,0.09,Sea,Route A,720.31
cosmetics,SKU66962,15.19,Out of Stock,65,987.35,Female,36,9,7,2,Carrier B,46.01,Supplier 3,Bangalore,9,249,19,2788.91,Fail,0.03,Road,Route B,999.61
haircare,SKU88223,97.77,Available,43,4204.11,Male,38,3,7,1,Carrier A,48.02,Supplier 4,Chennai,17,815,25,2337.21,Fail,0.1,Air,Route B,349.65
skincare,SKU95660,61.14,Out of Stock,56,3423.84,Unknown,41,8,16,5,Carrier C,7.84,Supplier 5,Bangalore,19,813,20,4644.17,Pass,0.05,Sea,Route A,948.57
cosmetics,SKU77318,36.37,Out of Stock,95,3455.15,Male,8,2,20,3,Carrier B,5.55,Supplier 5,Mumbai,28,937,20,2398.87,Fail,0.04,Rail,Route A,714.33
haircare,SKU71760,28.18,Available,11,309.98,Female,42,3,8,4,Carrier C,17.03,Supplier 1,Chennai,9,859,21,244.65,Fail,0.05,Sea,Route C,391.47
skincare,SKU97582,37.78,Out of Stock,12,453.36,Unknown,29,9,17,3,Carrier A,15.55,Supplier 1,Chennai,18,630,9,1398.55,Pass,0.08,Road,Route B,601.47
haircare,SKU85807,12.61,Out of Stock,77,970.97,Male,17,3,10,5,Carrier C,24.4,Supplier 2,Bangalore,16,921,13,1164.2,Pass,0.05,Road,Route C,998.37
skincare,SKU78944,35.7,Out of Stock,64,2284.8,Male,23,4,2,2,Carrier C,38.31,Supplier 3,Kolkata,7,85,14,599.31,Fail,0.05,Air,Route A,346.89
skincare,SKU89854,79.44,Available,34,2700.96,Male,19,4,17,1,Carrier B,26.46,Supplier 3,Mumbai,1,292,11,545.47,Pass,0.03,Road,Route A,734.0
skincare,SKU50515,98.55,Out of Stock,57,5617.35,Unknown,21,2,20,4,Carrier B,6.92,Supplier 5,Chennai,21,969,6,657.66,Pass,0.1,Rail,Route A,819.3
skincare,SKU88707,90.9,Out of Stock,81,7362.9,Non-binary,46,4,20,1,Carrier B,21.55,Supplier 4,Mumbai,3,844,7,1096.99,Pass,0.08,Rail,Route B,395.15
haircare,SKU46602,96.63,Out of Stock,32,3092.16,Non-binary,48,9,15,2,Carrier A,13.12,Supplier 3,Mumbai,30,91,8,936.66,Pass,0.07,Road,Route A,623.41
haircare,SKU66673,52.32,Available,44,2302.08,Non-binary,6,8,18,5,Carrier A,7.38,Supplier 4,Mumbai,12,863,16,4321.19,Fail,0.03,Rail,Route A,145.99
skincare,SKU23739,62.54,Available,23,1438.42,Female,45,5,20,4,Carrier B,23.16,Supplier 4,Bangalore,22,543,22,3518.46,Fail,0.08,Air,Route B,574.77
haircare,SKU12821,89.06,Out of Stock,92,8193.52,Male,40,9,6,3,Carrier A,42.84,Supplier 1,Mumbai,21,768,10,2187.28,Fail,0.03,Sea,Route C,544.6
skincare,SKU28724,34.3,Out of Stock,72,2469.6,Male,25,2,14,1,Carrier C,35.57,Supplier 2,Chennai,18,932,9,2559.95,Fail,0.07,Rail,Route C,120.39
skincare,SKU31315,93.86,Available,49,4599.14,Female,25,8,1,1,Carrier A,9.6,Supplier 4,Bangalore,2,955,2,4371.33,Fail,0.04,Rail,Route C,893.22
cosmetics,SKU31534,68.57,Out of Stock,97,6651.29,Male,8,4,10,3,Carrier A,37.7,Supplier 1,Mumbai,13,973,16,973.09,Pass,0.09,Air,Route B,961.43
skincare,SKU93504,10.23,Out of Stock,64,654.72,Male,50,8,15,1,Carrier B,39.24,Supplier 4,Mumbai,3,333,5,3896.18,Pass,0.08,Road,Route B,878.93
skincare,SKU90915,96.27,Available,41,3947.07,Unknown,35,4,15,5,Carrier B,8.87,Supplier 2,Bangalore,11,946,20,2950.58,Fail,0.07,Air,Route A,311.43
haircare,SKU72758,13.7,Available,1,13.7,Unknown,10,10,3,3,Carrier A,22.03,Supplier 4,Chennai,4,77,20,975.09,Pass,0.08,Air,Route A,769.67
cosmetics,SKU15395,53.14,Available,51,2710.14,Male,18,7,7,2,Carrier A,26.1,Supplier 3,Chennai,19,590,18,2736.87,Pass,0.03,Air,Route A,587.69
cosmetics,SKU78873,93.02,Available,50,4651.0,Female,23,10,5,3,Carrier B,7.55,Supplier 3,Bangalore,23,735,17,3648.19,Pass,0.09,Rail,Route A,188.94
skincare,SKU55821,78.6,Available,78,6130.8,Female,20,1,11,2,Carrier A,13.66,Supplier 5,Chennai,30,982,1,488.21,Pass,0.05,Air,Route B,101.21
cosmetics,SKU18814,57.24,Out of Stock,1,57.24,Unknown,41,6,18,4,Carrier B,6.76,Supplier 5,Mumbai,26,809,16,1494.54,Pass,0.09,Road,Route C,341.85
skincare,SKU33183,58.16,Out of Stock,51,2966.16,Unknown,8,9,3,5,Carrier B,37.32,Supplier 4,Mumbai,13,113,11,4931.11,Fail,0.09,Rail,Route C,956.47
haircare,SKU77688,61.66,Out of Stock,67,4131.22,Male,24,7,5,1,Carrier C,25.04,Supplier 3,Chennai,15,648,20,960.04,Pass,0.03,Air,Route A,585.82
cosmetics,SKU53140,85.1,Available,67,5701.7,Non-binary,22,5,3,1,Carrier A,45.32,Supplier 2,Mumbai,30,808,2,1398.1,Fail,0.05,Road,Route A,922.56
cosmetics,SKU49040,34.57,Available,55,1901.35,Non-binary,40,6,9,1,Carrier A,30.17,Supplier 1,Chennai,20,864,24,1349.03,Pass,0.04,Sea,Route A,625.12
haircare,SKU58582,28.27,Available,58,1639.66,Female,16,8,4,3,Carrier B,23.69,Supplier 5,Chennai,22,133,17,232.1,Pass,0.05,Rail,Route A,473.39
haircare,SKU14571,29.44,Available,27,794.88,Unknown,39,6,11,2,Carrier C,44.32,Supplier 2,Bangalore,3,712,1,465.4,Pass,0.07,Air,Route B,434.67
haircare,SKU80371,88.82,Out of Stock,17,1509.94,Non-binary,30,5,17,5,Carrier A,34.82,Supplier 2,Mumbai,24,395,3,1462.9,Pass,0.02,Road,Route B,971.54
skincare,SKU57220,96.49,Out of Stock,90,8684.1,Female,21,8,3,1,Carrier A,10.86,Supplier 5,Bangalore,2,988,25,2827.7,Pass,0.08,Rail,Route A,222.04
haircare,SKU55973,99.26,Out of Stock,58,5757.08,Non-binary,43,5,12,2,Carrier B,43.09,Supplier 3,Kolkata,14,86,22,3043.17,Pass,0.02,Rail,Route C,605.93
haircare,SKU12388,85.7,Available,87,7455.9,Male,20,6,10,1,Carrier B,45.1,Supplier 3,Bangalore,9,835,14,1564.43,Pass,0.07,Rail,Route A,169.84
cosmetics,SKU82749,40.93,Out of Stock,17,695.81,Unknown,3,2,9,5,Carrier C,35.92,Supplier 2,Bangalore,17,194,9,4792.76,Fail,0.08,Road,Route A,764.92
haircare,SKU39834,88.74,Out of Stock,26,2307.24,Unknown,44,1,10,3,Carrier B,16.44,Supplier 3,Bangalore,20,893,17,3569.61,Fail,0.01,Rail,Route C,410.13
cosmetics,SKU62656,89.45,Available,41,3667.45,Unknown,2,5,19,5,Carrier C,46.9,Supplier 4,Bangalore,17,276,20,938.58,Pass,0.09,Rail,Route C,326.54
haircare,SKU51493,25.0,Available,52,1300.0,Unknown,39,8,7,1,Carrier B,23.67,Supplier 2,Chennai,29,994,16,1744.97,Pass,0.05,Air,Route C,921.7
haircare,SKU73603,66.24,Available,80,5299.2,Female,12,7,14,5,Carrier B,33.97,Supplier 4,Kolkata,13,317,14,769.57,Fail,0.07,Road,Route B,476.38
cosmetics,SKU68580,73.87,Out of Stock,51,3767.37,Female,50,8,10,2,Carrier B,50.0,Supplier 4,Mumbai,11,201,9,534.24,Pass,0.01,Rail,Route C,424.91
cosmetics,SKU77662,35.44,Out of Stock,23,815.12,Male,4,7,16,2,Carrier A,29.75,Supplier 1,Mumbai,27,418,14,2506.39,Fail,0.06,Sea,Route A,973.98
cosmetics,SKU64483,76.06,Available,76,5780.56,Non-binary,10,8,10,3,Carrier C,13.77,Supplier 4,Mumbai,21,459,20,4575.52,Fail,0.05,Road,Route C,110.21
cosmetics,SKU87476,27.47,Available,41,1126.27,Male,41,6,16,2,Carrier A,49.75,Supplier 4,Chennai,7,725,15,1760.6,Fail,0.09,Rail,Route C,122.77
haircare,SKU71585,73.88,Available,90,6649.2,Male,6,7,19,2,Carrier C,27.9,Supplier 4,Bangalore,16,555,15,1292.14,Pass,0.08,Sea,Route A,252.4
cosmetics,SKU47400,84.81,Available,48,4070.88,Male,48,2,17,2,Carrier A,24.14,Supplier 1,Chennai,24,982,14,1453.39,Pass,0.06,Road,Route B,718.25
haircare,SKU43729,94.17,Out of Stock,29,2730.93,Unknown,22,10,20,1,Carrier A,40.78,Supplier 3,Mumbai,10,472,18,4575.82,Fail,0.05,Rail,Route B,387.99
haircare,SKU80039,54.92,Available,9,494.28,Male,18,9,7,4,Carrier C,17.86,Supplier 2,Mumbai,30,286,4,2129.31,Fail,0.07,Sea,Route B,963.7
haircare,SKU39945,69.98,Out of Stock,1,69.98,Female,46,10,9,2,Carrier C,19.61,Supplier 5,Chennai,30,660,20,440.18,Fail,0.02,Road,Route A,501.88
